,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
158,ADDRESS,NYPD,New York City Police Department,1017520001,MANHATTAN,NEW YORK,2011-06-15T08:27:40.000,11 MANHATTAN,Urinating in Public,2011-06-14 20:17:56,5 AVENUE,MADISON AVENUE,N/A,2011-06-15T04:17:56.000,Precinct,9 EAST 127 STREET,10035,,,,40.8075230725,"{u'type': u'Point', u'coordinates': [-73.940845330786, 40.807523072546]}",Residential Building/House,-73.9408453308,PHONE,MANHATTAN,Unspecified,2011-06-15T08:27:40.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST 127 STREET,20634466,1000626,233485,20:17:56,"(-73.94084533078643, 40.807523072546026)",POINT (-73.94084533078643 40.80752307254603)
159,ADDRESS,NYPD,New York City Police Department,1018217501,MANHATTAN,NEW YORK,2012-06-15T02:38:25.000,10 MANHATTAN,Urinating in Public,2012-06-15 01:20:20,ST NICHOLAS AVENUE,7 AVENUE,N/A,2012-06-15T09:20:20.000,Precinct,157 WEST 111 STREET,10026,,,,40.799530799,"{u'type': u'Point', u'coordinates': [-73.953645587965, 40.799530799018]}",Street/Sidewalk,-73.953645588,PHONE,MANHATTAN,Unspecified,2012-06-15T02:38:26.000,The Police Department issued a summons in response to the complaint.,Closed,WEST 111 STREET,23423705,997084,230571,01:20:20,"(-73.95364558796534, 40.799530799018015)",POINT (-73.95364558796534 40.79953079901802)
160,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2012-08-27T23:40:01.000,03 MANHATTAN,Urinating in Public,2012-08-27 23:06:42,EAST 6 STREET,EAST 7 STREET,N/A,2012-08-28T07:06:42.000,Precinct,HALL PLACE,10003,,,,40.7283959754,"{u'type': u'Point', u'coordinates': [-73.990009479059, 40.728395975352]}",Store/Commercial,-73.9900094791,PHONE,MANHATTAN,Unspecified,2012-08-27T23:40:01.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,HALL PLACE,23881791,987019,204651,23:06:42,"(-73.99000947905908, 40.72839597535198)",POINT (-73.99000947905908 40.72839597535198)
161,ADDRESS,NYPD,New York City Police Department,1001640001,MANHATTAN,NEW YORK,2013-02-22T01:01:51.000,03 MANHATTAN,Urinating in Public,2013-02-22 00:21:38,MULBERRY STREET,MOTT STREET,N/A,2013-02-22T08:21:38.000,Precinct,100 MOSCO STREET,10013,,,,40.7144667577,"{u'type': u'Point', u'coordinates': [-73.999473343723, 40.714466757741]}",Street/Sidewalk,-73.9994733437,PHONE,MANHATTAN,Unspecified,2013-02-22T01:01:51.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,MOSCO STREET,25048037,984396,199576,00:21:38,"(-73.9994733437229, 40.714466757741214)",POINT (-73.9994733437229 40.71446675774121)
162,ADDRESS,NYPD,New York City Police Department,1010450022,MANHATTAN,NEW YORK,2010-01-16T00:55:39.000,04 MANHATTAN,Urinating in Public,2010-01-16 00:01:14,8 AVENUE,9 AVENUE,N/A,2010-01-16T08:01:14.000,Precinct,315 WEST 54 STREET,10019,,,,40.7650982129,"{u'type': u'Point', u'coordinates': [-73.984986105512, 40.765098212893]}",Club/Bar/Restaurant,-73.9849861055,PHONE,MANHATTAN,Unspecified,2010-01-16T00:00:00.000,,Closed,WEST 54 STREET,15740435,988409,218023,00:01:14,"(-73.98498610551243, 40.76509821289297)",POINT (-73.98498610551243 40.76509821289297)
163,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-02-20T03:05:27.000,07 MANHATTAN,Urinating in Public,2010-02-20 02:05:25,,,N/A,2010-02-20T10:05:25.000,Precinct,,10025,WEST  108 STREET,BROADWAY,,40.8029280409,"{u'type': u'Point', u'coordinates': [-73.96757481808, 40.802928040912]}",Club/Bar/Restaurant,-73.9675748181,PHONE,MANHATTAN,Unspecified,2010-02-20T00:00:00.000,,Closed,,16036919,993227,231807,02:05:25,"(-73.96757481807968, 40.802928040912455)",POINT (-73.96757481807968 40.80292804091246)
164,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-02-24T22:51:45.000,07 MANHATTAN,Urinating in Public,2010-02-24 22:40:46,COLUMBUS AVENUE,AMSTERDAM AVENUE,N/A,2010-02-25T06:40:46.000,Precinct,WEST 81 STREET,10024,,,,40.7838514759,"{u'type': u'Point', u'coordinates': [-73.975954392162, 40.783851475852]}",Street/Sidewalk,-73.9759543922,PHONE,MANHATTAN,Unspecified,2010-02-24T00:00:00.000,,Closed,WEST 81 STREET,16073546,990909,224856,22:40:46,"(-73.9759543921624, 40.78385147585153)",POINT (-73.97595439216239 40.78385147585153)
165,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-03-09T23:10:33.000,04 MANHATTAN,Urinating in Public,2010-03-09 21:46:47,8 AVENUE,9 AVENUE,N/A,2010-03-10T05:46:47.000,Precinct,WEST 58 STREET,10019,,,,40.767996499,"{u'type': u'Point', u'coordinates': [-73.983801328123, 40.767996499002]}",Street/Sidewalk,-73.9838013281,PHONE,MANHATTAN,Unspecified,2010-03-09T00:00:00.000,,Closed,WEST 58 STREET,16168283,988737,219079,21:46:47,"(-73.98380132812254, 40.76799649900176)",POINT (-73.98380132812254 40.76799649900176)
166,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-03-20T03:21:04.000,12 MANHATTAN,Urinating in Public,2010-03-20 00:13:24,RIVERSIDE DRIVE,DYCKMAN STREET,N/A,2010-03-20T08:13:24.000,Precinct,HENSHAW STREET,10034,,,,40.866852108,"{u'type': u'Point', u'coordinates': [-73.929917125265, 40.86685210801]}",Street/Sidewalk,-73.9299171253,PHONE,MANHATTAN,Unspecified,2010-03-20T00:00:00.000,,Closed,HENSHAW STREET,16254666,1003634,255103,00:13:24,"(-73.92991712526455, 40.86685210800989)",POINT (-73.92991712526455 40.86685210800989)
167,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-03-31T21:26:42.000,02 MANHATTAN,Urinating in Public,2010-03-31 21:09:19,5 AVENUE,UNIVERSITY PLACE,N/A,2010-04-01T05:09:19.000,Precinct,EAST 13 STREET,10003,,,,40.7349204897,"{u'type': u'Point', u'coordinates': [-73.993194666864, 40.734920489743]}",Street/Sidewalk,-73.9931946669,PHONE,MANHATTAN,Unspecified,2010-03-31T00:00:00.000,,Closed,EAST 13 STREET,16344430,986136,207028,21:09:19,"(-73.99319466686413, 40.73492048974273)",POINT (-73.99319466686413 40.73492048974273)
168,ADDRESS,NYPD,New York City Police Department,1014737503,MANHATTAN,NEW YORK,2010-04-11T02:09:49.000,08 MANHATTAN,Urinating in Public,2010-04-11 01:57:02,1 AVENUE,YORK AVENUE,N/A,2010-04-11T09:57:02.000,Precinct,399 EAST 78 STREET,10075,,,,40.7715232135,"{u'type': u'Point', u'coordinates': [-73.952845538978, 40.771523213549]}",Store/Commercial,-73.952845539,PHONE,MANHATTAN,Unspecified,2010-04-11T00:00:00.000,,Closed,EAST 78 STREET,16416973,997311,220367,01:57:02,"(-73.95284553897783, 40.77152321354896)",POINT (-73.95284553897783 40.77152321354896)
169,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-04-12T23:11:40.000,02 MANHATTAN,Urinating in Public,2010-04-12 20:06:48,,,N/A,2010-04-13T04:06:48.000,Precinct,,10014,7 AVENUE SOUTH,CHRISTOPHER STREET,,40.7336251323,"{u'type': u'Point', u'coordinates': [-74.002828885183, 40.733625132299]}",Store/Commercial,-74.0028288852,PHONE,MANHATTAN,Unspecified,2010-04-12T00:00:00.000,,Closed,,16425084,983466,206556,20:06:48,"(-74.0028288851827, 40.73362513229879)",POINT (-74.00282888518269 40.73362513229879)
170,ADDRESS,NYPD,New York City Police Department,1017210035,MANHATTAN,NEW YORK,2010-04-14T23:29:02.000,10 MANHATTAN,Urinating in Public,2010-04-14 21:01:32,WEST 123 STREET,WEST 124 STREET,N/A,2010-04-15T05:01:32.000,Precinct,260 LENOX AVENUE,10027,,,,40.8066391967,"{u'type': u'Point', u'coordinates': [-73.946300584821, 40.806639196691]}",Residential Building/House,-73.9463005848,PHONE,MANHATTAN,Unspecified,2010-04-14T00:00:00.000,,Closed,LENOX AVENUE,16441728,999116,233162,21:01:32,"(-73.94630058482072, 40.80663919669058)",POINT (-73.94630058482072 40.80663919669058)
171,ADDRESS,NYPD,New York City Police Department,1012450013,MANHATTAN,NEW YORK,2010-04-23T21:51:49.000,07 MANHATTAN,Urinating in Public,2010-04-23 20:48:02,WEST END AVENUE,RIVERSIDE DRIVE,N/A,2010-04-24T04:48:02.000,Precinct,313 WEST 82 STREET,10024,,,,40.7864515274,"{u'type': u'Point', u'coordinates': [-73.980091813748, 40.786451527377]}",Street/Sidewalk,-73.9800918137,PHONE,MANHATTAN,Unspecified,2010-04-23T00:00:00.000,,Closed,WEST 82 STREET,16508793,989763,225803,20:48:02,"(-73.98009181374753, 40.7864515273774)",POINT (-73.98009181374753 40.7864515273774)
172,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-05-02T08:41:52.000,02 MANHATTAN,Urinating in Public,2010-05-02 01:36:30,,,N/A,2010-05-02T09:36:30.000,Precinct,,10014,WASHINGTON STREET,CHRISTOPHER STREET,,40.7326422213,"{u'type': u'Point', u'coordinates': [-74.008634467343, 40.732642221327]}",Residential Building/House,-74.0086344673,PHONE,MANHATTAN,Unspecified,2010-05-02T00:00:00.000,,Closed,,16560963,981857,206198,01:36:30,"(-74.00863446734265, 40.73264222132682)",POINT (-74.00863446734265 40.73264222132682)
173,ADDRESS,NYPD,New York City Police Department,1013500027,MANHATTAN,NEW YORK,2010-05-16T23:17:15.000,06 MANHATTAN,Urinating in Public,2010-05-16 22:47:09,EAST 57 STREET,EAST 58 STREET,N/A,2010-05-17T06:47:09.000,Precinct,1057 1 AVENUE,10022,,,,40.7587417923,"{u'type': u'Point', u'coordinates': [-73.962622254141, 40.758741792251]}",Residential Building/House,-73.9626222541,PHONE,MANHATTAN,Unspecified,2010-05-16T00:00:00.000,,Closed,1 AVENUE,16669947,994605,215709,22:47:09,"(-73.96262225414132, 40.75874179225082)",POINT (-73.96262225414132 40.75874179225082)
174,ADDRESS,NYPD,New York City Police Department,1017970001,MANHATTAN,NEW YORK,2010-05-20T00:54:04.000,11 MANHATTAN,Urinating in Public,2010-05-20 00:30:51,EAST 120 STREET,PLEASANT AVENUE,N/A,2010-05-20T08:30:51.000,Precinct,2375 1 AVENUE,10035,,,,40.7995287918,"{u'type': u'Point', u'coordinates': [-73.932844974196, 40.799528791833]}",Residential Building/House,-73.9328449742,PHONE,MANHATTAN,Unspecified,2010-05-20T00:00:00.000,,Closed,1 AVENUE,16689325,1002843,230574,00:30:51,"(-73.9328449741957, 40.79952879183306)",POINT (-73.9328449741957 40.79952879183306)
175,ADDRESS,NYPD,New York City Police Department,1017970001,MANHATTAN,NEW YORK,2010-05-20T01:35:59.000,11 MANHATTAN,Urinating in Public,2010-05-20 00:54:34,EAST 120 STREET,PLEASANT AVENUE,N/A,2010-05-20T08:54:34.000,Precinct,2375 1 AVENUE,10035,,,,40.7995287918,"{u'type': u'Point', u'coordinates': [-73.932844974196, 40.799528791833]}",Residential Building/House,-73.9328449742,PHONE,MANHATTAN,Unspecified,2010-05-20T00:00:00.000,,Closed,1 AVENUE,16689399,1002843,230574,00:54:34,"(-73.9328449741957, 40.79952879183306)",POINT (-73.9328449741957 40.79952879183306)
176,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-06-24T04:21:21.000,07 MANHATTAN,Urinating in Public,2010-06-23 23:52:45,WEST 74 STREET,WEST 75 STREET,N/A,2010-06-24T07:52:45.000,Precinct,RIVERSIDE DRIVE,10023,,,,40.7821293057,"{u'type': u'Point', u'coordinates': [-73.984928101751, 40.782129305715]}",Street/Sidewalk,-73.9849281018,PHONE,MANHATTAN,Unspecified,2010-06-24T00:00:00.000,,Closed,RIVERSIDE DRIVE,16924575,988424,224228,23:52:45,"(-73.9849281017507, 40.782129305715046)",POINT (-73.9849281017507 40.78212930571505)
177,PLACENAME,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-07-13T22:21:47.000,05 MANHATTAN,Urinating in Public,2010-07-13 20:41:57,,PARK AVENUE,N/A,2010-07-14T04:41:57.000,Precinct,,10017,,,GRAND CENTRAL TERM,40.7521500799,"{u'type': u'Point', u'coordinates': [-73.977730770933, 40.752150079921]}",Subway Station,-73.9777307709,PHONE,MANHATTAN,Unspecified,2010-07-13T00:00:00.000,,Closed,,18248768,990420,213306,20:41:57,"(-73.97773077093277, 40.75215007992098)",POINT (-73.97773077093277 40.75215007992098)
178,ADDRESS,NYPD,New York City Police Department,1008320066,MANHATTAN,NEW YORK,2010-08-10T04:40:37.000,05 MANHATTAN,Urinating in Public,2010-08-10 01:58:06,5 AVENUE,BROADWAY,N/A,2010-08-10T09:58:06.000,Precinct,38 WEST 31 STREET,10001,,,,40.7472521968,"{u'type': u'Point', u'coordinates': [-73.987660794824, 40.747252196799]}",Residential Building/House,-73.9876607948,PHONE,MANHATTAN,Unspecified,2010-08-10T00:00:00.000,,Closed,WEST 31 STREET,18441242,987669,211521,01:58:06,"(-73.98766079482432, 40.74725219679941)",POINT (-73.98766079482432 40.74725219679941)
179,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-08-19T00:24:25.000,04 MANHATTAN,Urinating in Public,2010-08-18 23:25:42,10 AVENUE,11 AVENUE,N/A,2010-08-19T07:25:42.000,Precinct,WEST 53 STREET,10019,,,,40.7667594002,"{u'type': u'Point', u'coordinates': [-73.990899020927, 40.766759400207]}",Street/Sidewalk,-73.9908990209,PHONE,MANHATTAN,Unspecified,2010-08-19T00:00:00.000,,Closed,WEST 53 STREET,18507456,986771,218628,23:25:42,"(-73.99089902092695, 40.76675940020736)",POINT (-73.99089902092695 40.76675940020736)
180,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-08-24T22:36:17.000,02 MANHATTAN,Urinating in Public,2010-08-24 21:35:39,,,N/A,2010-08-25T05:35:39.000,Precinct,,10014,CHRISTOPHER STREET,GREENWICH STREET,,40.7328536454,"{u'type': u'Point', u'coordinates': [-74.007523159851, 40.732853645378]}",Street/Sidewalk,-74.0075231599,PHONE,MANHATTAN,Unspecified,2010-08-24T00:00:00.000,,Closed,,18546983,982165,206275,21:35:39,"(-74.00752315985102, 40.73285364537798)",POINT (-74.00752315985102 40.73285364537798)
181,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-08-25T23:42:52.000,08 MANHATTAN,Urinating in Public,2010-08-25 21:09:11,,,N/A,2010-08-26T05:09:11.000,Precinct,,10028,EAST   81 STREET,2 AVENUE,,40.774655464,"{u'type': u'Point', u'coordinates': [-73.954092552499, 40.774655464043]}",Street/Sidewalk,-73.9540925525,PHONE,MANHATTAN,Unspecified,2010-08-25T00:00:00.000,,Closed,,18553997,996965,221508,21:09:11,"(-73.95409255249892, 40.77465546404273)",POINT (-73.95409255249892 40.77465546404273)
182,ADDRESS,NYPD,New York City Police Department,1003440013,MANHATTAN,NEW YORK,2010-09-07T21:58:55.000,03 MANHATTAN,Urinating in Public,2010-09-07 20:06:32,ATTORNEY STREET,RIDGE STREET,N/A,2010-09-08T04:06:32.000,Precinct,195 STANTON STREET,10002,,,,40.7198425226,"{u'type': u'Point', u'coordinates': [-73.983228612769, 40.719842522554]}",Residential Building/House,-73.9832286128,PHONE,MANHATTAN,Unspecified,2010-09-07T00:00:00.000,,Closed,STANTON STREET,18639392,988899,201535,20:06:32,"(-73.98322861276922, 40.719842522553684)",POINT (-73.98322861276922 40.71984252255368)
183,ADDRESS,NYPD,New York City Police Department,1009100005,MANHATTAN,NEW YORK,2010-09-25T22:10:21.000,06 MANHATTAN,Urinating in Public,2010-09-25 21:43:18,3 AVENUE,2 AVENUE,N/A,2010-09-26T05:43:18.000,Precinct,203 EAST 29 STREET,10016,,,,40.7424395813,"{u'type': u'Point', u'coordinates': [-73.980036398762, 40.742439581301]}",Residential Building/House,-73.9800363988,PHONE,MANHATTAN,Unspecified,2010-09-25T00:00:00.000,,Closed,EAST 29 STREET,18765869,989782,209768,21:43:18,"(-73.98003639876158, 40.74243958130101)",POINT (-73.98003639876158 40.74243958130101)
184,ADDRESS,NYPD,New York City Police Department,1003440060,MANHATTAN,NEW YORK,2010-09-28T23:17:35.000,03 MANHATTAN,Urinating in Public,2010-09-28 22:17:16,RIDGE STREET,PITT STREET,N/A,2010-09-29T06:17:16.000,Precinct,219 STANTON STREET,10002,,,,40.7195102417,"{u'type': u'Point', u'coordinates': [-73.982132014008, 40.719510241714]}",Residential Building/House,-73.982132014,PHONE,MANHATTAN,Unspecified,2010-09-28T00:00:00.000,,Closed,STANTON STREET,18784178,989203,201414,22:17:16,"(-73.98213201400843, 40.71951024171378)",POINT (-73.98213201400843 40.71951024171378)
185,ADDRESS,NYPD,New York City Police Department,1005630037,MANHATTAN,NEW YORK,2010-10-26T21:48:56.000,02 MANHATTAN,Urinating in Public,2010-10-26 21:32:34,UNIVERSITY PLACE,BROADWAY,N/A,2010-10-27T05:32:34.000,Precinct,67 EAST 11 STREET,10003,,,,40.7329030422,"{u'type': u'Point', u'coordinates': [-73.992343329957, 40.732903042156]}",Residential Building/House,-73.99234333,PHONE,MANHATTAN,Unspecified,2010-10-26T00:00:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 11 STREET,18979590,986372,206293,21:32:34,"(-73.99234332995734, 40.73290304215583)",POINT (-73.99234332995734 40.73290304215583)
186,ADDRESS,NYPD,New York City Police Department,1015560008,MANHATTAN,NEW YORK,2010-10-31T07:02:58.000,08 MANHATTAN,Urinating in Public,2010-10-31 03:05:17,2 AVENUE,1 AVENUE,N/A,2010-10-31T11:05:17.000,Precinct,311 EAST 93 STREET,10128,,,,40.7821020776,"{u'type': u'Point', u'coordinates': [-73.94797055468, 40.782102077636]}",Residential Building/House,-73.9479705547,PHONE,MANHATTAN,Unspecified,2010-10-31T00:00:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 93 STREET,19011935,998659,224222,03:05:17,"(-73.94797055467994, 40.782102077635855)",POINT (-73.94797055467994 40.78210207763586)
187,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2010-11-27T01:28:05.000,02 MANHATTAN,Urinating in Public,2010-11-27 00:47:27,,,N/A,2010-11-27T08:47:27.000,Precinct,,10014,HUDSON STREET,WEST   12 STREET,,40.7375527686,"{u'type': u'Point', u'coordinates': [-74.005686971754, 40.737552768555]}",Street/Sidewalk,-74.0056869718,PHONE,MANHATTAN,Unspecified,2010-11-27T01:28:05.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,19203987,982674,207987,00:47:27,"(-74.00568697175444, 40.73755276855493)",POINT (-74.00568697175444 40.73755276855493)
188,ADDRESS,NYPD,New York City Police Department,1008667501,MANHATTAN,NEW YORK,2011-01-07T02:11:30.000,05 MANHATTAN,Urinating in Public,2011-01-07 01:57:01,5 AVENUE,MADISON AVENUE,N/A,2011-01-07T09:57:01.000,Precinct,11 EAST 36 STREET,10016,,,,40.74941719,"{u'type': u'Point', u'coordinates': [-73.982867472731, 40.749417190028]}",Club/Bar/Restaurant,-73.9828674727,PHONE,MANHATTAN,Unspecified,2011-01-07T02:11:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 36 STREET,19540701,988997,212310,01:57:01,"(-73.98286747273075, 40.7494171900283)",POINT (-73.98286747273075 40.7494171900283)
189,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-01-24T00:02:55.000,08 MANHATTAN,Urinating in Public,2011-01-23 20:10:08,,,N/A,2011-01-24T04:10:08.000,Precinct,,10021,2 AVENUE,EAST   73 STREET,,40.7694830721,"{u'type': u'Point', u'coordinates': [-73.957865182589, 40.769483072119]}",Club/Bar/Restaurant,-73.9578651826,PHONE,MANHATTAN,Unspecified,2011-01-24T00:02:55.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,,19659839,995921,219623,20:10:08,"(-73.95786518258946, 40.76948307211895)",POINT (-73.95786518258946 40.76948307211895)
190,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-02-16T22:56:22.000,07 MANHATTAN,Urinating in Public,2011-02-16 21:25:36,AMSTERDAM AVENUE,BROADWAY,N/A,2011-02-17T05:25:36.000,Precinct,WEST 80 STREET,10024,,,,40.7841539184,"{u'type': u'Point', u'coordinates': [-73.978601153487, 40.784153918433]}",Street/Sidewalk,-73.9786011535,PHONE,MANHATTAN,Unspecified,2011-02-16T22:56:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 80 STREET,19846900,990176,224966,21:25:36,"(-73.97860115348657, 40.78415391843302)",POINT (-73.97860115348657 40.78415391843302)
191,ADDRESS,NYPD,New York City Police Department,1017510066,MANHATTAN,NEW YORK,2011-04-21T15:34:20.000,11 MANHATTAN,Urinating in Public,2011-04-20 23:38:53,5 AVENUE,MADISON AVENUE,N/A,2011-04-21T07:38:53.000,Precinct,14 EAST 127 STREET,10035,,,,40.8074626348,"{u'type': u'Point', u'coordinates': [-73.940740628509, 40.80746263484]}",Street/Sidewalk,-73.9407406285,PHONE,MANHATTAN,Unspecified,2011-04-21T15:34:20.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 127 STREET,20274536,1000655,233463,23:38:53,"(-73.94074062850945, 40.807462634839666)",POINT (-73.94074062850945 40.80746263483967)
192,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-06-08T07:35:03.000,12 MANHATTAN,Urinating in Public,2011-06-07 23:19:56,,,N/A,2011-06-08T07:19:56.000,Precinct,,10034,STAFF STREET,RIVERSIDE DRIVE,,40.8668088444,"{u'type': u'Point', u'coordinates': [-73.930998205232, 40.866808844403]}",Street/Sidewalk,-73.9309982052,PHONE,MANHATTAN,Unspecified,2011-06-08T07:35:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,20586676,1003335,255087,23:19:56,"(-73.93099820523238, 40.86680884440293)",POINT (-73.93099820523238 40.86680884440293)
193,ADDRESS,NYPD,New York City Police Department,1007900045,MANHATTAN,NEW YORK,2011-06-15T23:10:55.000,04 MANHATTAN,Urinating in Public,2011-06-15 21:16:41,AVENUE OF THE AMERICAS,7 AVENUE,N/A,2011-06-16T05:16:41.000,Precinct,112 WEST 15 STREET,10011,,,,40.7383186561,"{u'type': u'Point', u'coordinates': [-73.997012140395, 40.738318656124]}",Street/Sidewalk,-73.9970121404,PHONE,MANHATTAN,Unspecified,2011-06-15T23:10:55.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 15 STREET,20641485,985078,208266,21:16:41,"(-73.99701214039523, 40.73831865612427)",POINT (-73.99701214039523 40.73831865612427)
194,ADDRESS,NYPD,New York City Police Department,1015050022,MANHATTAN,NEW YORK,2011-06-15T22:07:02.000,08 MANHATTAN,Urinating in Public,2011-06-15 21:51:21,MADISON AVENUE,PARK AVENUE,N/A,2011-06-16T05:51:21.000,Precinct,51 EAST 93 STREET,10128,,,,40.7851462767,"{u'type': u'Point', u'coordinates': [-73.955190304927, 40.785146276724]}",Residential Building/House,-73.9551903049,PHONE,MANHATTAN,Unspecified,2011-06-15T22:07:02.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 93 STREET,20641886,996659,225330,21:51:21,"(-73.9551903049272, 40.78514627672398)",POINT (-73.9551903049272 40.78514627672398)
195,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-06-17T01:10:52.000,12 MANHATTAN,Urinating in Public,2011-06-16 21:49:18,HENRY HUDSON PARKWAY NB ET 17,DYCKMAN STREET,N/A,2011-06-17T05:49:18.000,Precinct,STAFF STREET,10034,,,,40.867357534,"{u'type': u'Point', u'coordinates': [-73.930581850008, 40.867357534017]}",Street/Sidewalk,-73.93058185,PHONE,MANHATTAN,Unspecified,2011-06-17T01:10:52.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,STAFF STREET,20650809,1003450,255287,21:49:18,"(-73.9305818500084, 40.867357534016534)",POINT (-73.93058185000839 40.86735753401653)
196,ADDRESS,NYPD,New York City Police Department,1017520010,MANHATTAN,NEW YORK,2011-06-17T02:43:14.000,11 MANHATTAN,Urinating in Public,2011-06-16 22:51:22,5 AVENUE,MADISON AVENUE,N/A,2011-06-17T06:51:22.000,Precinct,19 EAST 127 STREET,10035,,,,40.8074049027,"{u'type': u'Point', u'coordinates': [-73.940560066288, 40.807404902674]}",Street/Sidewalk,-73.9405600663,PHONE,MANHATTAN,Unspecified,2011-06-17T02:43:14.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 127 STREET,20651126,1000705,233442,22:51:22,"(-73.94056006628847, 40.807404902674044)",POINT (-73.94056006628847 40.80740490267404)
197,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-06-21T08:11:41.000,12 MANHATTAN,Urinating in Public,2011-06-20 22:39:30,,,N/A,2011-06-21T06:39:30.000,Precinct,,10034,DYCKMAN STREET,STAFF STREET,,40.8677963225,"{u'type': u'Point', u'coordinates': [-73.92998121011, 40.867796322548]}",Street/Sidewalk,-73.9299812101,PHONE,MANHATTAN,Unspecified,2011-06-21T08:11:41.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,20673517,1003616,255447,22:39:30,"(-73.92998121010983, 40.86779632254791)",POINT (-73.92998121010983 40.86779632254791)
198,ADDRESS,NYPD,New York City Police Department,1008567503,MANHATTAN,NEW YORK,2011-06-21T00:48:01.000,05 MANHATTAN,Urinating in Public,2011-06-21 00:07:50,5 AVENUE,MADISON AVENUE,N/A,2011-06-21T08:07:50.000,Precinct,14 EAST 27 STREET,10016,,,,40.7436729529,"{u'type': u'Point', u'coordinates': [-73.986842256465, 40.743672952868]}",Street/Sidewalk,-73.9868422565,PHONE,MANHATTAN,Unspecified,2011-06-21T00:48:01.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 27 STREET,20673767,987896,210217,00:07:50,"(-73.98684225646515, 40.74367295286759)",POINT (-73.98684225646515 40.74367295286759)
199,ADDRESS,NYPD,New York City Police Department,1004630024,MANHATTAN,NEW YORK,2011-06-28T00:19:39.000,03 MANHATTAN,Urinating in Public,2011-06-27 21:36:06,3 AVENUE,2 AVENUE,N/A,2011-06-28T05:36:06.000,Precinct,30 ST MARKS PLACE,10003,,,,40.7288514426,"{u'type': u'Point', u'coordinates': [-73.988288388353, 40.728851442647]}",Residential Building/House,-73.9882883884,PHONE,MANHATTAN,Unspecified,2011-06-28T00:19:39.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,ST MARKS PLACE,20719706,987496,204817,21:36:06,"(-73.98828838835298, 40.72885144264662)",POINT (-73.98828838835298 40.72885144264662)
