,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
493,ADDRESS,NYPD,New York City Police Department,1020260047,MANHATTAN,NEW YORK,2011-04-14T02:15:52.000,10 MANHATTAN,Drinking,2011-04-14 01:58:36,7 AVENUE,8 AVENUE,In Public,2011-04-14T09:58:36.000,Precinct,220 WEST 141 STREET,10030,,,,40.8194631062,"{u'type': u'Point', u'coordinates': [-73.941817433256, 40.819463106181]}",Street/Sidewalk,-73.9418174333,PHONE,MANHATTAN,Unspecified,2011-04-14T02:15:52.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 141 STREET,20227933,1000354,237835,01:58:36,"(-73.94181743325589, 40.819463106181125)",POINT (-73.94181743325589 40.81946310618113)
494,ADDRESS,NYPD,New York City Police Department,1020640027,MANHATTAN,NEW YORK,2011-04-23T23:10:03.000,09 MANHATTAN,Drinking,2011-04-23 22:09:25,ST NICHOLAS AVENUE,CONVENT AVENUE,In Public,2011-04-24T06:09:25.000,Precinct,401 WEST 149 STREET,10031,,,,40.8267345757,"{u'type': u'Point', u'coordinates': [-73.943249177111, 40.8267345757]}",Residential Building/House,-73.9432491771,PHONE,MANHATTAN,Unspecified,2011-04-23T23:10:03.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 149 STREET,20293261,999956,240484,22:09:25,"(-73.94324917711147, 40.826734575700144)",POINT (-73.94324917711147 40.82673457570014)
495,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-04-27T01:56:38.000,10 MANHATTAN,Drinking,2011-04-27 00:41:46,,,In Public,2011-04-27T08:41:46.000,Precinct,,10027,LENOX AVENUE,WEST  127 STREET,,40.8090701884,"{u'type': u'Point', u'coordinates': [-73.944539402845, 40.809070188381]}",Street/Sidewalk,-73.9445394028,PHONE,MANHATTAN,Unspecified,2011-04-27T01:56:38.000,The Police Department issued a summons in response to the complaint.,Closed,,20309605,999603,234048,00:41:46,"(-73.94453940284461, 40.809070188381064)",POINT (-73.94453940284461 40.80907018838106)
496,ADDRESS,NYPD,New York City Police Department,1003750001,MANHATTAN,NEW YORK,2011-04-28T03:51:49.000,03 MANHATTAN,Drinking,2011-04-28 01:16:35,AVENUE C,AVENUE D,In Public,2011-04-28T09:16:35.000,Precinct,712 EAST 6 STREET,10009,,,,40.7232617471,"{u'type': u'Point', u'coordinates': [-73.978721721384, 40.723261747066]}",Street/Sidewalk,-73.9787217214,PHONE,MANHATTAN,Unspecified,2011-04-28T03:51:49.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,EAST 6 STREET,20316801,990148,202781,01:16:35,"(-73.97872172138415, 40.723261747066154)",POINT (-73.97872172138415 40.72326174706615)
497,ADDRESS,NYPD,New York City Police Department,1005630001,MANHATTAN,NEW YORK,2011-04-29T03:13:19.000,02 MANHATTAN,Drinking,2011-04-28 22:49:15,EAST 11 STREET,EAST 12 STREET,In Public,2011-04-29T06:49:15.000,Precinct,95 UNIVERSITY PLACE,10003,,,,40.7337402302,"{u'type': u'Point', u'coordinates': [-73.992938599655, 40.73374023021]}",Street/Sidewalk,-73.9929385997,PHONE,MANHATTAN,Unspecified,2011-04-29T03:13:19.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,UNIVERSITY PLACE,20324490,986207,206598,22:49:15,"(-73.99293859965529, 40.73374023020995)",POINT (-73.99293859965529 40.73374023020995)
498,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-04-29T03:13:25.000,02 MANHATTAN,Drinking,2011-04-28 20:54:03,,,In Public,2011-04-29T04:54:03.000,Precinct,,10012,WEST    3 STREET,SULLIVAN STREET,,40.7300597289,"{u'type': u'Point', u'coordinates': [-73.999364978121, 40.730059728949]}",Club/Bar/Restaurant,-73.9993649781,PHONE,MANHATTAN,Unspecified,2011-04-29T03:13:25.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,20325131,984426,205257,20:54:03,"(-73.99936497812114, 40.730059728948724)",POINT (-73.99936497812114 40.73005972894872)
499,ADDRESS,NYPD,New York City Police Department,1021370026,MANHATTAN,NEW YORK,2011-05-07T00:53:50.000,12 MANHATTAN,Drinking,2011-05-06 23:06:02,BROADWAY,FT WASHINGTON AVENUE,In Public,2011-05-07T07:06:02.000,Precinct,600 WEST 162 STREET,10032,,,,40.8372988027,"{u'type': u'Point', u'coordinates': [-73.942896845518, 40.837298802697]}",Residential Building/House,-73.9428968455,PHONE,MANHATTAN,Unspecified,2011-05-07T00:53:50.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 162 STREET,20376251,1000051,244333,23:06:02,"(-73.94289684551767, 40.83729880269679)",POINT (-73.94289684551767 40.83729880269679)
500,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-05-06T23:15:03.000,11 MANHATTAN,Drinking,2011-05-06 21:36:03,,,In Public,2011-05-07T05:36:03.000,Precinct,,10029,2 AVENUE,EAST  110 STREET,,40.7931872155,"{u'type': u'Point', u'coordinates': [-73.94056192599, 40.793187215485]}",Club/Bar/Restaurant,-73.940561926,PHONE,MANHATTAN,Unspecified,2011-05-06T23:15:03.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,20376162,1000708,228262,21:36:03,"(-73.94056192598961, 40.79318721548483)",POINT (-73.94056192598961 40.79318721548483)
501,ADDRESS,NYPD,New York City Police Department,1010600062,MANHATTAN,NEW YORK,2011-05-07T21:50:37.000,04 MANHATTAN,Drinking,2011-05-07 20:14:50,WEST 50 STREET,WEST 51 STREET,In Public,2011-05-08T04:14:50.000,Precinct,746 10 AVENUE,10019,,,,40.7651482783,"{u'type': u'Point', u'coordinates': [-73.991437128065, 40.765148278312]}",Residential Building/House,-73.9914371281,PHONE,MANHATTAN,Unspecified,2011-05-07T21:50:37.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,10 AVENUE,20381376,986622,218041,20:14:50,"(-73.99143712806503, 40.76514827831172)",POINT (-73.99143712806503 40.76514827831172)
502,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-05-07T22:20:19.000,12 MANHATTAN,Drinking,2011-05-07 21:21:24,,,In Public,2011-05-08T05:21:24.000,Precinct,,10032,WEST  173 STREET,AUDOBON AVENUE,,40.8435504442,"{u'type': u'Point', u'coordinates': [-73.936125630803, 40.843550444214]}",Store/Commercial,-73.9361256308,PHONE,MANHATTAN,Unspecified,2011-05-07T22:20:19.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,20381928,1001923,246612,21:21:24,"(-73.93612563080262, 40.843550444214024)",POINT (-73.93612563080262 40.84355044421402)
503,ADDRESS,NYPD,New York City Police Department,1017510066,MANHATTAN,NEW YORK,2011-05-09T12:15:25.000,11 MANHATTAN,Drinking,2011-05-08 23:22:59,5 AVENUE,MADISON AVENUE,In Public,2011-05-09T07:22:59.000,Precinct,14 EAST 127 STREET,10035,,,,40.8074626348,"{u'type': u'Point', u'coordinates': [-73.940740628509, 40.80746263484]}",Street/Sidewalk,-73.9407406285,PHONE,MANHATTAN,Unspecified,2011-05-09T12:15:25.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 127 STREET,20384076,1000655,233463,23:22:59,"(-73.94074062850945, 40.807462634839666)",POINT (-73.94074062850945 40.80746263483967)
504,ADDRESS,NYPD,New York City Police Department,1016550015,MANHATTAN,NEW YORK,2011-05-11T00:03:01.000,11 MANHATTAN,Drinking,2011-05-10 22:32:34,3 AVENUE,2 AVENUE,In Public,2011-05-11T06:32:34.000,Precinct,235 EAST 105 STREET,10029,,,,40.7905294305,"{u'type': u'Point', u'coordinates': [-73.944283996268, 40.790529430454]}",Street/Sidewalk,-73.9442839963,PHONE,MANHATTAN,Unspecified,2011-05-11T00:03:01.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST 105 STREET,20395886,999678,227293,22:32:34,"(-73.94428399626759, 40.790529430453695)",POINT (-73.94428399626759 40.7905294304537)
505,ADDRESS,NYPD,New York City Police Department,1005370012,MANHATTAN,NEW YORK,2011-05-14T21:21:45.000,02 MANHATTAN,Drinking,2011-05-14 20:19:18,BLEECKER STREET,WEST 3 STREET,In Public,2011-05-15T04:19:18.000,Precinct,230 THOMPSON STREET,10012,,,,40.7293515783,"{u'type': u'Point', u'coordinates': [-73.998874291359, 40.729351578278]}",Street/Sidewalk,-73.9988742914,PHONE,MANHATTAN,Unspecified,2011-05-14T21:21:45.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,THOMPSON STREET,20435940,984562,204999,20:19:18,"(-73.99887429135939, 40.7293515782781)",POINT (-73.99887429135939 40.7293515782781)
506,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-05-15T01:02:36.000,03 MANHATTAN,Drinking,2011-05-14 20:26:32,,,In Public,2011-05-15T04:26:32.000,Precinct,,10009,EAST   13 STREET,AVENUE A,,40.7297260244,"{u'type': u'Point', u'coordinates': [-73.980859237363, 40.729726024448]}",Club/Bar/Restaurant,-73.9808592374,PHONE,MANHATTAN,Unspecified,2011-05-15T01:02:36.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,20436464,989555,205136,20:26:32,"(-73.98085923736338, 40.729726024447544)",POINT (-73.98085923736338 40.72972602444754)
507,ADDRESS,NYPD,New York City Police Department,1017510066,MANHATTAN,NEW YORK,2011-05-21T01:14:54.000,11 MANHATTAN,Drinking,2011-05-21 00:39:52,5 AVENUE,MADISON AVENUE,In Public,2011-05-21T08:39:52.000,Precinct,14 EAST 127 STREET,10035,,,,40.8074626348,"{u'type': u'Point', u'coordinates': [-73.940740628509, 40.80746263484]}",Street/Sidewalk,-73.9407406285,PHONE,MANHATTAN,Unspecified,2011-05-21T01:14:54.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,EAST 127 STREET,20473811,1000655,233463,00:39:52,"(-73.94074062850945, 40.807462634839666)",POINT (-73.94074062850945 40.80746263483967)
508,ADDRESS,NYPD,New York City Police Department,1019370123,MANHATTAN,NEW YORK,2011-05-26T00:10:17.000,10 MANHATTAN,Drinking,2011-05-25 23:19:34,7 AVENUE,8 AVENUE,In Public,2011-05-26T07:19:34.000,Precinct,213 WEST 131 STREET,10027,,,,40.8131058124,"{u'type': u'Point', u'coordinates': [-73.946403744616, 40.813105812362]}",Street/Sidewalk,-73.9464037446,PHONE,MANHATTAN,Unspecified,2011-05-26T00:10:17.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 131 STREET,20504409,999086,235518,23:19:34,"(-73.94640374461592, 40.813105812361606)",POINT (-73.94640374461592 40.81310581236161)
509,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-05-28T00:07:54.000,12 MANHATTAN,Drinking,2011-05-27 22:03:44,,,In Public,2011-05-28T06:03:44.000,Precinct,,10032,FORT WASHINGTON AVENUE,WEST  160 STREET,,40.8363801429,"{u'type': u'Point', u'coordinates': [-73.944574458351, 40.836380142932]}",Street/Sidewalk,-73.9445744584,PHONE,MANHATTAN,Unspecified,2011-05-28T00:07:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,20517941,999587,243998,22:03:44,"(-73.94457445835076, 40.83638014293215)",POINT (-73.94457445835076 40.83638014293215)
510,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-05-29T23:05:45.000,09 MANHATTAN,Drinking,2011-05-29 22:27:08,,,In Public,2011-05-30T06:27:08.000,Precinct,,10031,WEST  141 STREET,BROADWAY,,40.8238869172,"{u'type': u'Point', u'coordinates': [-73.952306202158, 40.823886917207]}",Street/Sidewalk,-73.9523062022,PHONE,MANHATTAN,Unspecified,2011-05-29T23:05:45.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,20528493,997450,239445,22:27:08,"(-73.95230620215838, 40.82388691720712)",POINT (-73.95230620215838 40.82388691720712)
511,ADDRESS,NYPD,New York City Police Department,1003860033,MANHATTAN,NEW YORK,2011-05-30T02:07:44.000,03 MANHATTAN,Drinking,2011-05-29 22:03:15,AVENUE B,AVENUE C,In Public,2011-05-30T06:03:15.000,Precinct,251 EAST 3 STREET,10009,,,,40.7220023591,"{u'type': u'Point', u'coordinates': [-73.981352095032, 40.722002359114]}",Residential Building/House,-73.981352095,PHONE,MANHATTAN,Unspecified,2011-05-30T02:07:44.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,EAST 3 STREET,20529006,989419,202322,22:03:15,"(-73.98135209503177, 40.72200235911438)",POINT (-73.98135209503177 40.72200235911438)
512,ADDRESS,NYPD,New York City Police Department,1010600062,MANHATTAN,NEW YORK,2011-05-30T22:43:42.000,04 MANHATTAN,Drinking,2011-05-30 20:47:36,WEST 50 STREET,WEST 51 STREET,In Public,2011-05-31T04:47:36.000,Precinct,746 10 AVENUE,10019,,,,40.7651482783,"{u'type': u'Point', u'coordinates': [-73.991437128065, 40.765148278312]}",Residential Building/House,-73.9914371281,PHONE,MANHATTAN,Unspecified,2011-05-30T22:43:43.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,10 AVENUE,20531447,986622,218041,20:47:36,"(-73.99143712806503, 40.76514827831172)",POINT (-73.99143712806503 40.76514827831172)
513,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-05-30T22:01:47.000,07 MANHATTAN,Drinking,2011-05-30 20:42:19,CENTRAL PARK WEST,MANHATTAN AVENUE,In Public,2011-05-31T04:42:19.000,Precinct,WEST 107 STREET,10025,,,,40.7990227508,"{u'type': u'Point', u'coordinates': [-73.96026279082, 40.799022750766]}",Street/Sidewalk,-73.9602627908,PHONE,MANHATTAN,Unspecified,2011-05-30T22:01:47.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,WEST 107 STREET,20532162,995252,230385,20:42:19,"(-73.96026279081991, 40.799022750765666)",POINT (-73.96026279081991 40.79902275076567)
514,ADDRESS,NYPD,New York City Police Department,1008020022,MANHATTAN,NEW YORK,2011-06-01T23:05:18.000,05 MANHATTAN,Drinking,2011-06-01 22:30:32,AVENUE OF THE AMERICAS,7 AVENUE,In Public,2011-06-02T06:30:32.000,Precinct,127 WEST 26 STREET,10001,,,,40.7452132562,"{u'type': u'Point', u'coordinates': [-73.992367177481, 40.745213256209]}",Club/Bar/Restaurant,-73.9923671775,PHONE,MANHATTAN,Unspecified,2011-06-01T23:05:18.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 26 STREET,20545685,986365,210778,22:30:32,"(-73.99236717748087, 40.745213256208565)",POINT (-73.99236717748087 40.74521325620857)
515,ADDRESS,NYPD,New York City Police Department,1019370024,MANHATTAN,NEW YORK,2011-06-10T22:47:24.000,10 MANHATTAN,Drinking,2011-06-10 22:00:26,7 AVENUE,8 AVENUE,In Public,2011-06-11T06:00:26.000,Precinct,211 WEST 131 STREET,10027,,,,40.8130920703,"{u'type': u'Point', u'coordinates': [-73.946364017292, 40.813092070279]}",Residential Building/House,-73.9463640173,PHONE,MANHATTAN,Unspecified,2011-06-10T22:47:24.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 131 STREET,20612225,999097,235513,22:00:26,"(-73.9463640172921, 40.81309207027859)",POINT (-73.9463640172921 40.81309207027859)
516,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-06-15T04:23:45.000,09 MANHATTAN,Drinking,2011-06-14 23:55:29,,,In Public,2011-06-15T07:55:29.000,Precinct,,10031,WEST  140 STREET,BROADWAY,,40.8232640541,"{u'type': u'Point', u'coordinates': [-73.952761903348, 40.823264054061]}",Street/Sidewalk,-73.9527619033,PHONE,MANHATTAN,Unspecified,2011-06-15T04:23:45.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,,20635101,997324,239218,23:55:29,"(-73.95276190334795, 40.82326405406118)",POINT (-73.95276190334795 40.82326405406118)
517,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-06-15T22:50:15.000,10 MANHATTAN,Drinking,2011-06-15 22:10:21,FRAWLEY CIRCLE,LENOX AVENUE,In Public,2011-06-16T06:10:21.000,Precinct,WEST 110 STREET,10026,,,,40.797627605,"{u'type': u'Point', u'coordinates': [-73.950992283162, 40.797627604997]}",Street/Sidewalk,-73.9509922832,PHONE,MANHATTAN,Unspecified,2011-06-15T22:50:15.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 110 STREET,20643173,997819,229878,22:10:21,"(-73.95099228316188, 40.79762760499732)",POINT (-73.95099228316188 40.79762760499732)
518,ADDRESS,NYPD,New York City Police Department,1021420036,MANHATTAN,NEW YORK,2011-06-15T22:46:08.000,12 MANHATTAN,Drinking,2011-06-15 22:19:10,BROADWAY,FT WASHINGTON AVENUE,In Public,2011-06-16T06:19:10.000,Precinct,650 WEST 171 STREET,10032,,,,40.8435717507,"{u'type': u'Point', u'coordinates': [-73.940025371424, 40.843571750739]}",Residential Building/House,-73.9400253714,PHONE,MANHATTAN,Unspecified,2011-06-15T22:46:08.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,WEST 171 STREET,20642753,1000844,246619,22:19:10,"(-73.94002537142383, 40.843571750739436)",POINT (-73.94002537142383 40.84357175073944)
519,ADDRESS,NYPD,New York City Police Department,1009050056,MANHATTAN,NEW YORK,2011-06-15T23:09:53.000,06 MANHATTAN,Drinking,2011-06-15 21:50:16,EAST 24 STREET,EAST 25 STREET,In Public,2011-06-16T05:50:16.000,Precinct,337 3 AVENUE,10010,,,,40.7399724212,"{u'type': u'Point', u'coordinates': [-73.982306957301, 40.739972421196]}",Club/Bar/Restaurant,-73.9823069573,PHONE,MANHATTAN,Unspecified,2011-06-15T23:09:53.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,3 AVENUE,20643170,989153,208869,21:50:16,"(-73.98230695730066, 40.73997242119559)",POINT (-73.98230695730066 40.73997242119559)
520,ADDRESS,NYPD,New York City Police Department,1015570025,MANHATTAN,NEW YORK,2011-06-15T23:00:31.000,08 MANHATTAN,Drinking,2011-06-15 22:23:57,2 AVENUE,1 AVENUE,In Public,2011-06-16T06:23:57.000,Precinct,345 EAST 94 STREET,10128,,,,40.7824858679,"{u'type': u'Point', u'coordinates': [-73.94693392064, 40.782485867852]}",Street/Sidewalk,-73.9469339206,PHONE,MANHATTAN,Unspecified,2011-06-15T23:00:31.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 94 STREET,20642789,998946,224362,22:23:57,"(-73.94693392063988, 40.78248586785229)",POINT (-73.94693392063988 40.78248586785229)
521,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2011-06-18T23:53:18.000,11 MANHATTAN,Drinking,2011-06-18 21:53:12,,,In Public,2011-06-19T05:53:12.000,Precinct,,10037,EAST  131 STREET,MADISON AVENUE,,40.809525162,"{u'type': u'Point', u'coordinates': [-73.937881393588, 40.809525162041]}",Park/Playground,-73.9378813936,PHONE,MANHATTAN,Unspecified,2011-06-18T23:53:18.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,20664008,1001446,234215,21:53:12,"(-73.93788139358821, 40.80952516204141)",POINT (-73.93788139358821 40.80952516204141)
522,ADDRESS,NYPD,New York City Police Department,1019160037,MANHATTAN,NEW YORK,2011-06-21T22:34:29.000,10 MANHATTAN,Drinking,2011-06-21 20:43:00,LENOX AVENUE,7 AVENUE,In Public,2011-06-22T04:43:00.000,Precinct,102 WEST 132 STREET,10027,,,,40.8124069048,"{u'type': u'Point', u'coordinates': [-73.942766475833, 40.812406904793]}",Residential Building/House,-73.9427664758,PHONE,MANHATTAN,Unspecified,2011-06-21T22:34:29.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 132 STREET,20682551,1000093,235264,20:43:00,"(-73.94276647583303, 40.8124069047926)",POINT (-73.94276647583303 40.8124069047926)
523,ADDRESS,NYPD,New York City Police Department,1005480070,MANHATTAN,NEW YORK,2011-06-23T22:55:01.000,02 MANHATTAN,Drinking,2011-06-23 22:35:04,WAVERLY PLACE,EAST 8 STREET,In Public,2011-06-24T06:35:04.000,Precinct,300 MERCER STREET,10003,,,,40.7304575451,"{u'type': u'Point', u'coordinates': [-73.993649743296, 40.730457545117]}",Street/Sidewalk,-73.9936497433,PHONE,MANHATTAN,Unspecified,2011-06-23T22:55:01.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,MERCER STREET,20696891,986010,205402,22:35:04,"(-73.99364974329583, 40.73045754511662)",POINT (-73.99364974329583 40.73045754511662)
524,ADDRESS,NYPD,New York City Police Department,1004860026,MANHATTAN,NEW YORK,2011-06-23T23:14:32.000,02 MANHATTAN,Drinking,2011-06-23 22:33:23,BROOME STREET,SPRING STREET,In Public,2011-06-24T06:33:23.000,Precinct,67 GREENE STREET,10012,,,,40.7230551073,"{u'type': u'Point', u'coordinates': [-74.000999332798, 40.723055107313]}",Store/Commercial,-74.0009993328,PHONE,MANHATTAN,Unspecified,2011-06-23T23:14:32.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,GREENE STREET,20696973,983973,202705,22:33:23,"(-74.00099933279814, 40.72305510731267)",POINT (-74.00099933279814 40.72305510731267)
525,ADDRESS,NYPD,New York City Police Department,1019180040,MANHATTAN,NEW YORK,2011-06-29T02:42:12.000,10 MANHATTAN,Drinking,2011-06-28 23:09:08,LENOX AVENUE,7 AVENUE,In Public,2011-06-29T07:09:08.000,Precinct,106 WEST 134 STREET,10030,,,,40.8136745521,"{u'type': u'Point', u'coordinates': [-73.941938097392, 40.813674552067]}",Street/Sidewalk,-73.9419380974,PHONE,MANHATTAN,Unspecified,2011-06-29T02:42:13.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 134 STREET,20726149,1000322,235726,23:09:08,"(-73.94193809739171, 40.81367455206738)",POINT (-73.94193809739171 40.81367455206738)
526,ADDRESS,NYPD,New York City Police Department,1021370032,MANHATTAN,NEW YORK,2011-06-30T01:56:54.000,12 MANHATTAN,Drinking,2011-06-30 01:09:03,BROADWAY,FT WASHINGTON AVENUE,In Public,2011-06-30T09:09:03.000,Precinct,601 WEST 162 STREET,10032,,,,40.8373125227,"{u'type': u'Point', u'coordinates': [-73.942889605949, 40.837312522666]}",Residential Building/House,-73.9428896059,PHONE,MANHATTAN,Unspecified,2011-06-30T01:56:54.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 162 STREET,20735063,1000053,244338,01:09:03,"(-73.94288960594909, 40.83731252266576)",POINT (-73.94288960594909 40.83731252266576)
527,ADDRESS,NYPD,New York City Police Department,1006340036,MANHATTAN,NEW YORK,2011-06-30T03:11:28.000,02 MANHATTAN,Drinking,2011-06-29 20:37:05,GREENWICH STREET,WASHINGTON STREET,In Public,2011-06-30T04:37:05.000,Precinct,325 WEST 11 STREET,10014,,,,40.7356478124,"{u'type': u'Point', u'coordinates': [-74.007404398742, 40.735647812432]}",Store/Commercial,-74.0074043987,PHONE,MANHATTAN,Unspecified,2011-06-30T03:11:28.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 11 STREET,20735307,982198,207293,20:37:05,"(-74.00740439874241, 40.735647812432)",POINT (-74.00740439874241 40.735647812432)
528,ADDRESS,NYPD,New York City Police Department,1016370050,MANHATTAN,NEW YORK,2011-07-01T00:52:14.000,11 MANHATTAN,Drinking,2011-06-30 23:12:51,LEXINGTON AVENUE,3 AVENUE,In Public,2011-07-01T07:12:51.000,Precinct,154 EAST 110 STREET,10029,,,,40.794627177,"{u'type': u'Point', u'coordinates': [-73.944002475174, 40.794627176977]}",Street/Sidewalk,-73.9440024752,PHONE,MANHATTAN,Unspecified,2011-07-01T00:52:14.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,Closed,EAST 110 STREET,20743563,999755,228786,23:12:51,"(-73.9440024751743, 40.79462717697704)",POINT (-73.9440024751743 40.79462717697704)
529,ADDRESS,NYPD,New York City Police Department,1004130002,MANHATTAN,NEW YORK,2011-07-04T22:03:58.000,03 MANHATTAN,Drinking,2011-07-04 21:12:59,GRAND STREET,BROOME STREET,In Public,2011-07-05T05:12:59.000,Precinct,108 ELDRIDGE STREET,10002,,,,40.718009969,"{u'type': u'Point', u'coordinates': [-73.992031194758, 40.718009968965]}",Residential Building/House,-73.9920311948,PHONE,MANHATTAN,Unspecified,2011-07-04T22:03:58.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,ELDRIDGE STREET,20763278,986459,200867,21:12:59,"(-73.99203119475816, 40.71800996896498)",POINT (-73.99203119475816 40.71800996896498)
530,ADDRESS,NYPD,New York City Police Department,1005070004,MANHATTAN,NEW YORK,2011-07-13T22:48:07.000,02 MANHATTAN,Drinking,2011-07-13 22:26:50,PRINCE STREET,EAST HOUSTON STREET,In Public,2011-07-14T06:26:50.000,Precinct,232 ELIZABETH STREET,10012,,,,40.7231729777,"{u'type': u'Point', u'coordinates': [-73.993957092424, 40.723172977664]}",Street/Sidewalk,-73.9939570924,PHONE,MANHATTAN,Unspecified,2011-07-13T22:48:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,ELIZABETH STREET,20822403,985925,202748,22:26:50,"(-73.99395709242357, 40.723172977663516)",POINT (-73.99395709242357 40.72317297766352)
531,ADDRESS,NYPD,New York City Police Department,1004160001,MANHATTAN,NEW YORK,2011-07-16T08:06:22.000,03 MANHATTAN,Drinking,2011-07-15 22:08:54,ELDRIDGE STREET,ALLEN STREET,In Public,2011-07-16T06:08:54.000,Precinct,71 STANTON STREET,10002,,,,40.7217810747,"{u'type': u'Point', u'coordinates': [-73.989606416028, 40.721781074704]}",Park/Playground,-73.989606416,PHONE,MANHATTAN,Unspecified,2011-07-16T08:06:22.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,STANTON STREET,20839368,987131,202241,22:08:54,"(-73.98960641602797, 40.72178107470415)",POINT (-73.98960641602797 40.72178107470415)
532,ADDRESS,NYPD,New York City Police Department,1022420029,MANHATTAN,NEW YORK,2011-07-16T01:23:52.000,12 MANHATTAN,Drinking,2011-07-15 20:13:50,WEST 207 STREET,ISHAM STREET,In Public,2011-07-16T04:13:50.000,Precinct,96 COOPER STREET,10034,,,,40.8686607916,"{u'type': u'Point', u'coordinates': [-73.921292012026, 40.868660791561]}",Street/Sidewalk,-73.921292012,PHONE,MANHATTAN,Unspecified,2011-07-16T01:23:52.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,COOPER STREET,20839632,1006019,255764,20:13:50,"(-73.92129201202644, 40.86866079156139)",POINT (-73.92129201202644 40.86866079156139)
533,ADDRESS,NYPD,New York City Police Department,1005210067,MANHATTAN,NEW YORK,2011-07-19T23:38:43.000,02 MANHATTAN,Drinking,2011-07-19 21:31:42,EAST HOUSTON STREET,BLEECKER STREET,In Public,2011-07-20T05:31:42.000,Precinct,296 ELIZABETH STREET,10012,,,,40.7248499868,"{u'type': u'Point', u'coordinates': [-73.993275066762, 40.724849986767]}",Street/Sidewalk,-73.9932750668,PHONE,MANHATTAN,Unspecified,2011-07-19T23:38:43.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,ELIZABETH STREET,20860313,986114,203359,21:31:42,"(-73.993275066762, 40.7248499867666)",POINT (-73.993275066762 40.7248499867666)
